pgid;startdatum;einddatum;eind_winter;begin_zomer;eind_zomer;begin_winter;zomerpeil;winterpeil;2e marge onder;1e marge onder;1e marge boven;2e marge boven
PG2175;20190101;20231009;01-04;01-05;01-09;01-10;2.8;2.8;0;580.0;10;25
PG0367;20190101;20271130;01-04;01-05;01-09;01-10;-0.1;-0.1;25;10;10;25
PG2177;20190101;20231009;01-04;01-05;01-09;01-10;3.3;3.3;0;630.0;10;25
PG0409;20190101;20230404;01-04;01-05;01-09;01-10;-1.775;-1.775;25;27.5;27.5;25
PG0170;20190101;20221115;01-04;01-05;01-09;01-10;0.25;0.05;25;10;10;25
PG0445;20190101;20250514;01-04;01-05;01-09;01-10;-1;-1.1;0;0;0;0
PG0914;20190101;20230404;01-04;01-05;01-09;01-10;-1.5;-1.7;25;10;10;25
PG0338;20190101;20210210;01-04;01-05;01-09;01-10;-1.1;-1.3;10;5;5;10
PG0311;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG0635;20051020;20081020;01-04;01-05;01-09;01-10;-2.48;-2.58;0;0;0;0
PG0635;20081020;20111020;01-04;01-05;01-09;01-10;-2.5;-2.6;0;0;0;0
PG0635;20111020;20141020;01-04;01-05;01-09;01-10;-2.52;-2.62;0;0;0;0
PG0635;20141020;20191231;01-04;01-05;01-09;01-10;-2.54;-2.64;0;0;0;0
PG2122;20131031;20161031;01-04;01-05;01-09;01-10;-2.31;-2.41;25;10;10;25
PG2122;20161031;20191031;01-04;01-05;01-09;01-10;-2.33;-2.43;25;10;10;25
PG2122;20191031;20221031;01-04;01-05;01-09;01-10;-2.35;-2.45;25;10;10;25
PG2122;20221031;20251031;01-04;01-05;01-09;01-10;-2.37;-2.47;25;10;10;25
PG0576;20190101;20230717;01-04;01-05;01-09;01-10;3.25;3.1;25;10;10;25
PG0544;20190101;20231023;01-04;01-05;01-09;01-10;0.6;0.6;25;10;10;25
PG2230;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2426;20190101;20230404;01-04;01-05;01-09;01-10;0.07;0.07;25;10;10;25
PG2220;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0668;20190101;20230404;01-04;01-05;01-09;01-10;0.13;0.13;25;10;10;25
PG0238;20190101;20221115;01-04;01-05;01-09;01-10;-0.35;-0.45;25;10;10;25
PG0389;20190101;20231023;01-04;01-05;01-09;01-10;-0.3;-0.4;25;10;10;25
PG0153;20190101;20221115;01-04;01-05;01-09;01-10;1.75;1.65;25;10;10;25
PG0664;20190101;20230404;01-04;01-05;01-09;01-10;-2.13;-2.23;25;10;10;25
PG0765;20190101;20210420;01-04;01-05;01-09;01-10;-1.87;-1.97;10;5;5;10
PG0310;20190101;20271101;01-04;01-05;01-09;01-10;-2.73;-2.83;25;10;10;25
PG0174;20190101;20230404;01-04;01-05;01-09;01-10;-0.57;-0.62;25;10;10;25
PG0188;20190101;20230404;01-04;01-05;01-09;01-10;-1.48;-1.58;25;10;10;25
PG0299;20190101;20210420;01-04;01-05;01-09;01-10;-1.73;-1.83;10;5;5;10
PG0995;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2412;20190101;20230717;01-04;01-05;01-09;01-10;2.5;2.3;25;10;10;25
PG2396;20130404;20180404;01-04;01-05;01-09;01-10;0.16;-0.04;25;10;10;25
PG2396;20180404;20230404;01-04;01-05;01-09;01-10;0.14;-0.06;25;10;10;25
PG2395;20190101;20230404;01-04;01-05;01-09;01-10;-1.48;-1.58;25;10;10;25
PG0186;20130404;20230404;01-04;01-05;01-09;01-10;-1.26;-1.36;25;10;10;25
PG0186;20230404;20330404;01-04;01-05;01-09;01-10;-1.29;-1.39;25;10;10;25
PG0789;20190101;20230404;01-04;01-05;01-09;01-10;-0.3;-0.3;25;10;10;25
PG0189;20190101;20230404;01-04;01-05;01-09;01-10;-0.33;-0.43;25;10;10;25
PG1212;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1281;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1227;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2107;20190101;20230404;01-04;01-05;01-09;01-10;0.07;0.07;25;10;10;25
PG0606;20190101;20230404;01-04;01-05;01-09;01-10;0.2;0.2;25;10;10;25
PG0699;20190101;20230717;01-04;01-05;01-09;01-10;1.15;0.85;25;10;10;25
PG0158;20190101;20221115;01-04;01-05;01-09;01-10;1.75;1.65;25;10;10;25
PG0568;20190101;20231023;01-04;01-05;01-09;01-10;2.1;1.9;25;10;10;25
PG1364;20051020;20081020;01-04;01-05;01-09;01-10;-2.23;-2.33;0;0;0;0
PG1364;20081020;20111020;01-04;01-05;01-09;01-10;-2.25;-2.35;0;0;0;0
PG1364;20111020;20141020;01-04;01-05;01-09;01-10;-2.27;-2.37;0;0;0;0
PG1364;20141020;20191231;01-04;01-05;01-09;01-10;-2.29;-2.39;0;0;0;0
PG0123;20051020;20081020;01-04;01-05;01-09;01-10;-2.42;-2.47;0;0;0;0
PG0123;20081020;20111020;01-04;01-05;01-09;01-10;-2.44;-2.49;0;0;0;0
PG0123;20111020;20141020;01-04;01-05;01-09;01-10;-2.46;-2.51;0;0;0;0
PG0123;20141020;20191231;01-04;01-05;01-09;01-10;-2.48;-2.53;0;0;0;0
PG0184;20190101;20230404;01-04;01-05;01-09;01-10;-1.1;-1.3;25;10;10;25
PG0226;20080613;20110613;01-04;01-05;01-09;01-10;-1.81;-1.91;10;5;5;10
PG0226;20110613;20140613;01-04;01-05;01-09;01-10;-1.83;-1.93;10;5;5;10
PG0226;20140613;20170613;01-04;01-05;01-09;01-10;-1.85;-1.95;10;5;5;10
PG0226;20170613;20200613;01-04;01-05;01-09;01-10;-1.87;-1.97;10;5;5;10
PG0226;20200613;20230613;01-04;01-05;01-09;01-10;-1.89;-1.99;10;5;5;10
PG0295;20190101;20210420;01-04;01-05;01-09;01-10;-1.6;-1.7;10;5;5;10
PG0421;20190101;20230404;01-04;01-05;01-09;01-10;-0.4;-0.58;25;10;10;25
PG2098;20190101;20231023;01-04;01-05;01-09;01-10;0.55;0.45;25;10;10;25
PG0851;20190101;20230717;01-04;01-05;01-09;01-10;2;1.8;25;10;10;25
PG1418;20190101;20231031;01-04;01-05;01-09;01-10;1;0.85;25;10;10;25
PG2403;20190101;20231009;01-04;01-05;01-09;01-10;3;3;0;600;10;25
PG2154;20190101;20231009;01-04;01-05;01-09;01-10;2.8;2.8;0;580.0;10;25
PG2158;20190101;20231009;01-04;01-05;01-09;01-10;2.8;2.8;0;580.0;10;25
PG2157;20190101;20231009;01-04;01-05;01-09;01-10;2.8;2.8;0;580.0;10;25
PG2385;20190101;20231009;01-04;01-05;01-09;01-10;2.2;2;25;10;10;25
PG0396;20190101;20271130;01-04;01-05;01-09;01-10;0;0;25;10;10;25
PG0408;20130404;20180404;01-04;01-05;01-09;01-10;-1.97;-1.97;25;20.0;20.0;25
PG0408;20180404;20230404;01-04;01-05;01-09;01-10;-1.99;-1.99;25;20.0;20.0;25
PG2206;20190101;20231023;01-04;01-05;01-09;01-10;1.4;1.4;0;440.0;10;25
PG2205;20190101;20231023;01-04;01-05;01-09;01-10;2;2;0;500;10;25
PG0599;20190101;20231009;01-04;01-05;01-09;01-10;3.95;3.95;0;695.0;10;25
PG2161;20190101;20231023;01-04;01-05;01-09;01-10;1.3;1.2;25;10;10;25
PG2156;20190101;20231009;01-04;01-05;01-09;01-10;2.8;2.8;0;580.0;10;25
PG2155;20190101;20231009;01-04;01-05;01-09;01-10;3.8;3.8;0;680.0;10;25
PG0617;20190101;20231009;01-04;01-05;01-09;01-10;3;3;0;600;10;25
PG1515;20190101;20240321;01-04;01-05;01-09;01-10;-0.325;-0.325;25;17.5;17.5;25
PG0690;20190101;20240321;01-04;01-05;01-09;01-10;-0.195;-0.195;25;15.5;15.5;25
PG1338;20190101;20250120;01-04;01-05;01-09;01-10;-1.9;-1.95;0;0;0;0
PG2151;20190101;20231009;01-04;01-05;01-09;01-10;2.45;2.45;0;545.0;10;25
PG2153;20190101;20231009;01-04;01-05;01-09;01-10;3.8;3.8;0;680.0;10;25
PG0929;20190101;20230717;01-04;01-05;01-09;01-10;1.175;1.175;25;17.5;17.5;25
PG0555;20190101;20250514;01-04;01-05;01-09;01-10;-0.85;-0.95;0;0;0;0
PG0149;20190101;20221115;01-04;01-05;01-09;01-10;0.5;0.5;25;10;10;25
PG0610;20190101;20230404;01-04;01-05;01-09;01-10;0.2;0;25;10;10;25
PG0511;20190101;20240321;01-04;01-05;01-09;01-10;-0.8;-0.9;25;10;10;25
PG0146;20190101;20221115;01-04;01-05;01-09;01-10;0.1;-0.2;25;10;10;25
PG0147;20190101;20221115;01-04;01-05;01-09;01-10;0.4;0.2;25;10;10;25
PG0383;20190101;20231023;01-04;01-05;01-09;01-10;1.3;1.3;0;430.0;10;25
PG0360;20190101;20271130;01-04;01-05;01-09;01-10;-0.2;-0.2;25;10;10;25
PG0587;20190101;20231023;01-04;01-05;01-09;01-10;2.05;2.05;0;505.0;10;25
PG0424;20190101;20230404;01-04;01-05;01-09;01-10;-0.3;-0.35;25;10;10;25
PG0154;20190101;20221115;01-04;01-05;01-09;01-10;-0.1;-0.25;25;10;10;25
PG0788;20190101;20230717;01-04;01-05;01-09;01-10;3.1;2.9;25;10;10;25
PG0065;20190101;20230717;01-04;01-05;01-09;01-10;1.4;1.3;25;10;10;25
PG0179;20190101;20230404;01-04;01-05;01-09;01-10;0.1;-0.1;25;10;10;25
PG0018;20130404;20230404;01-04;01-05;01-09;01-10;-1.77;-1.87;25;10;10;25
PG0018;20230404;20330404;01-04;01-05;01-09;01-10;-1.8;-1.9;25;10;10;25
PG0415;20130404;20180404;01-04;01-05;01-09;01-10;-1.93;-2.03;25;10;10;25
PG0415;20180404;20230404;01-04;01-05;01-09;01-10;-1.95;-2.05;25;10;10;25
PG2030;20190101;20230717;01-04;01-05;01-09;01-10;0.8;0.6;25;10;10;25
PG0044;20190101;20230404;01-04;01-05;01-09;01-10;-0.14;-0.34;25;10;10;25
PG0209;20130404;20180404;01-04;01-05;01-09;01-10;-1.6;-1.7;25;10;10;25
PG0209;20180404;20230404;01-04;01-05;01-09;01-10;-1.62;-1.72;25;10;10;25
PG2110;20190101;20230717;01-04;01-05;01-09;01-10;1.85;1.75;25;10;10;25
PG0662;20190101;20230404;01-04;01-05;01-09;01-10;-1.05;-1.2;25;10;10;25
PG2404;20190101;20231009;01-04;01-05;01-09;01-10;3.3;3.3;0;630.0;10;25
PG1348;20190101;20230404;01-04;01-05;01-09;01-10;0.1;0.1;25;10;570;0
PG0891;20190101;20231023;01-04;01-05;01-09;01-10;0.65;0.65;0;365.0;10;25
PG2172;20190101;20231009;01-04;01-05;01-09;01-10;2.8;2.8;0;580.0;10;25
PG2174;20190101;20231009;01-04;01-05;01-09;01-10;2.8;2.8;0;580.0;10;25
PG2160;20190101;20231009;01-04;01-05;01-09;01-10;3.3;3.3;0;630.0;10;25
PG0462;20190101;20231023;01-04;01-05;01-09;01-10;1.675;1.675;25;27.5;27.5;25
PG2342;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0557;20190101;20250514;01-04;01-05;01-09;01-10;-0.5;-0.5;0;0;0;0
PG0458;20190101;20231023;01-04;01-05;01-09;01-10;0.7;0.55;25;10;10;25
PG1344;20190101;20250120;01-04;01-05;01-09;01-10;-2.15;-2.2;0;0;0;0
PG0231;20190101;20230613;01-04;01-05;01-09;01-10;-1.9;-2;10;5;5;10
PG0917;20190101;20230404;01-04;01-05;01-09;01-10;-1.65;-1.75;25;10;10;25
PG0218;20080613;20110613;01-04;01-05;01-09;01-10;-2.25;-2.35;10;5;5;10
PG0218;20110613;20140613;01-04;01-05;01-09;01-10;-2.27;-2.37;10;5;5;10
PG0218;20140613;20170613;01-04;01-05;01-09;01-10;-2.29;-2.39;10;5;5;10
PG0218;20170613;20200613;01-04;01-05;01-09;01-10;-2.31;-2.41;10;5;5;10
PG0218;20200613;20230613;01-04;01-05;01-09;01-10;-2.33;-2.43;10;5;5;10
PG2067;20190101;20230717;01-04;01-05;01-09;01-10;1.5;1.35;25;10;10;25
PG2410;20190101;20221115;01-04;01-05;01-09;01-10;0.45;-0.5;0;345;10;25
PG0021;20190101;20221115;01-04;01-05;01-09;01-10;1.4;1.2;25;10;10;25
PG2139;20130404;20180404;01-04;01-05;01-09;01-10;-1.48;-1.58;25;10;10;25
PG2139;20180404;20230404;01-04;01-05;01-09;01-10;-1.5;-1.6;25;10;10;25
PG0417;20130404;20180404;01-04;01-05;01-09;01-10;-1.8;-1.9;25;10;10;25
PG0417;20180404;20230404;01-04;01-05;01-09;01-10;-1.82;-1.92;25;10;10;25
PG0269;20190101;20210420;01-04;01-05;01-09;01-10;-1.87;-1.97;10;5;5;10
PG0420;20190101;20230404;01-04;01-05;01-09;01-10;-0.9;-1;25;10;10;25
PG0392;20190101;20231023;01-04;01-05;01-09;01-10;0.2;0.1;25;10;10;25
PG2126;20131031;20161031;01-04;01-05;01-09;01-10;-2.2;-2.3;25;10;10;25
PG2126;20161031;20191031;01-04;01-05;01-09;01-10;-2.22;-2.32;25;10;10;25
PG2126;20191031;20221031;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG2126;20221031;20251031;01-04;01-05;01-09;01-10;-2.26;-2.36;25;10;10;25
PG2031;20190101;20230717;01-04;01-05;01-09;01-10;1.35;1.2;25;10;10;25
PG0223;20080613;20110613;01-04;01-05;01-09;01-10;-2;-2.1;10;5;5;10
PG0223;20110613;20140613;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG0223;20140613;20170613;01-04;01-05;01-09;01-10;-2.04;-2.14;10;5;5;10
PG0223;20170613;20200613;01-04;01-05;01-09;01-10;-2.06;-2.16;10;5;5;10
PG0223;20200613;20230613;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG1250;20190101;20230404;01-04;01-05;01-09;01-10;-1.8;-1.8;25;15.0;15.0;25
PG0391;20190101;20231023;01-04;01-05;01-09;01-10;1.5;1.5;0;450;10;25
PG0888;20190101;20231023;01-04;01-05;01-09;01-10;1.1;1.1;0;410.0;10;25
PG2411;20190101;20221115;01-04;01-05;01-09;01-10;0.45;-0.5;0;345;10;25
PG1168;20190101;20230404;01-04;01-05;01-09;01-10;-0.975;-0.975;25;47.5;47.5;25
PG2188;20190101;20210420;01-04;01-05;01-09;01-10;-1;-1;10;5;5;10
PG2183;20190101;20231009;01-04;01-05;01-09;01-10;3.3;3.3;0;630.0;10;25
PG2191;20190101;20231031;01-04;01-05;01-09;01-10;-0.25;-0.25;25;25;25;25
PG2184;20190101;20231009;01-04;01-05;01-09;01-10;3.3;3.3;0;630.0;10;25
PG0006;20190101;20221115;01-04;01-05;01-09;01-10;1.1;0.8;25;10;10;25
PG0265;20190101;20250120;01-04;01-05;01-09;01-10;-1.8;-1.9;0;0;0;0
PG0110;20190101;20250514;01-04;01-05;01-09;01-10;-0.3;-0.3;0;0;0;0
PG0387;20190101;20231023;01-04;01-05;01-09;01-10;0.1;-0.1;25;10;10;25
PG0343;20190101;20210210;01-04;01-05;01-09;01-10;0.1;-0.1;10;5;5;10
PG1059;20190101;20221115;01-04;01-05;01-09;01-10;2.2;1.8;25;10;10;25
PG0305;20190101;20210420;01-04;01-05;01-09;01-10;-0.92;-1.02;10;5;5;10
PG0104;20190101;20230717;01-04;01-05;01-09;01-10;1.7;1.5;25;10;10;25
PG0103;20190101;20230717;01-04;01-05;01-09;01-10;1.4;1.2;25;10;10;25
PG2099;20190101;20231023;01-04;01-05;01-09;01-10;0.2;0.1;25;10;10;25
PG0561;20190101;20231023;01-04;01-05;01-09;01-10;0.825;0.825;25;37.5;37.5;25
PG0769;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.7;0;25;25;0
PG0543;20190101;20231023;01-04;01-05;01-09;01-10;1.2;1.2;0;420.0;10;25
PG2180;20190101;20210210;01-04;01-05;01-09;01-10;-0.6;-0.6;10;15.0;15.0;10
PG1490;20190101;20271130;01-04;01-05;01-09;01-10;0.05;0.05;25;10;10;25
PG0115;20130404;20180404;01-04;01-05;01-09;01-10;-2.17;-2.27;25;10;10;25
PG0115;20180404;20230404;01-04;01-05;01-09;01-10;-2.19;-2.29;25;10;10;25
PG0318;20190101;20210420;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG0093;20190101;20230717;01-04;01-05;01-09;01-10;2.25;2.1;25;10;10;25
PG0190;20130404;20180404;01-04;01-05;01-09;01-10;-2;-2.1;25;10;10;25
PG0190;20180404;20230404;01-04;01-05;01-09;01-10;-2.02;-2.12;25;10;10;25
PG0419;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2434;20190101;20231023;01-04;01-05;01-09;01-10;0.825;0.825;25;37.5;37.5;25
PG2150;20190101;20231009;01-04;01-05;01-09;01-10;2.3;2.3;0;530.0;10;25
PG0361;20190101;20271130;01-04;01-05;01-09;01-10;0.05;0.05;25;10;10;25
PG2435;20190101;20231023;01-04;01-05;01-09;01-10;0.825;0.825;25;37.5;37.5;25
PG2436;20190101;20231031;01-04;01-05;01-09;01-10;0.915;0.915;25;50.5;50.5;25
PG0628;20190101;20231009;01-04;01-05;01-09;01-10;2.2;2;25;10;10;25
PG0357;20190101;20210210;01-04;01-05;01-09;01-10;-0.55;-0.7;10;5;5;10
PG0150;20190101;20221115;01-04;01-05;01-09;01-10;1.2;1;25;10;10;25
PG0182;20190101;20230404;01-04;01-05;01-09;01-10;0.22;0.02;25;10;10;25
PG0220;20080613;20110613;01-04;01-05;01-09;01-10;-2.11;-2.21;10;5;5;10
PG0220;20110613;20140613;01-04;01-05;01-09;01-10;-2.13;-2.23;10;5;5;10
PG0220;20140613;20170613;01-04;01-05;01-09;01-10;-2.15;-2.25;10;5;5;10
PG0220;20170613;20200613;01-04;01-05;01-09;01-10;-2.17;-2.27;10;5;5;10
PG0220;20200613;20230613;01-04;01-05;01-09;01-10;-2.19;-2.29;10;5;5;10
PG2111;20190101;20230717;01-04;01-05;01-09;01-10;1.85;1.75;25;10;10;25
PG0041;20190101;20230404;01-04;01-05;01-09;01-10;-0.35;-0.5;25;10;10;25
PG0056;20190101;20231023;01-04;01-05;01-09;01-10;0.45;0.35;25;10;10;25
PG0013;20190101;20221115;01-04;01-05;01-09;01-10;1.45;1.25;25;10;10;25
PG0449;20190101;20250514;01-04;01-05;01-09;01-10;-1.7;-1.6;0;0;0;0
PG2425;20130404;20230404;01-04;01-05;01-09;01-10;-1.77;-1.87;25;10;10;25
PG2425;20230404;20330404;01-04;01-05;01-09;01-10;-1.8;-1.9;25;10;10;25
PG2394;20130404;20230404;01-04;01-05;01-09;01-10;-1.26;-1.36;25;10;10;25
PG2394;20230404;20330404;01-04;01-05;01-09;01-10;-1.29;-1.39;25;10;10;25
PG0159;20190101;20221115;01-04;01-05;01-09;01-10;0.6;0.4;25;10;10;25
PG1399;20051020;20081020;01-04;01-05;01-09;01-10;-2.81;-2.91;0;0;0;0
PG1399;20081020;20111020;01-04;01-05;01-09;01-10;-2.83;-2.93;0;0;0;0
PG1399;20111020;20141020;01-04;01-05;01-09;01-10;-2.85;-2.95;0;0;0;0
PG1399;20141020;20191231;01-04;01-05;01-09;01-10;-2.87;-2.97;0;0;0;0
PG0244;20051020;20081020;01-04;01-05;01-09;01-10;-2.81;-2.91;0;0;0;0
PG0244;20081020;20111020;01-04;01-05;01-09;01-10;-2.83;-2.93;0;0;0;0
PG0244;20111020;20141020;01-04;01-05;01-09;01-10;-2.85;-2.95;0;0;0;0
PG0244;20141020;20191231;01-04;01-05;01-09;01-10;-2.87;-2.97;0;0;0;0
PG1365;20051020;20081020;01-04;01-05;01-09;01-10;-2.23;-2.33;0;0;0;0
PG1365;20081020;20111020;01-04;01-05;01-09;01-10;-2.25;-2.35;0;0;0;0
PG1365;20111020;20141020;01-04;01-05;01-09;01-10;-2.27;-2.37;0;0;0;0
PG1365;20141020;20191231;01-04;01-05;01-09;01-10;-2.29;-2.39;0;0;0;0
PG1383;20051020;20081020;01-04;01-05;01-09;01-10;-2.15;-2.15;0;0;0;0
PG1383;20081020;20111020;01-04;01-05;01-09;01-10;-2.17;-2.17;0;0;0;0
PG1383;20111020;20141020;01-04;01-05;01-09;01-10;-2.19;-2.19;0;0;0;0
PG1383;20141020;20191231;01-04;01-05;01-09;01-10;-2.21;-2.21;0;0;0;0
PG0446;20190101;20250514;01-04;01-05;01-09;01-10;-0.75;-0.85;0;0;0;0
PG0701;20190101;20230717;01-04;01-05;01-09;01-10;0.65;0.65;25;10;10;25
PG0756;20190101;20250120;01-04;01-05;01-09;01-10;-2.01;-2.11;0;0;0;0
PG2304;20190101;20230404;01-04;01-05;01-09;01-10;-1.55;-1.6;25;10;10;25
PG2442;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2441;20190101;20230404;01-04;01-05;01-09;01-10;-1.46;-1.46;25;10;10;25
PG2471;20190101;20230404;01-04;01-05;01-09;01-10;-1.65;-1.85;25;10;10;25
PG2449;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1379;20190101;20230613;01-04;01-05;01-09;01-10;-1.95;-1.95;10;5;5;10
PG2464;20190101;20230404;01-04;01-05;01-09;01-10;-1.55;-1.55;25;25.0;25.0;25
PG0199;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2459;20190101;20250120;01-04;01-05;01-09;01-10;-1.91;-1.91;0;0;0;0
PG2458;20190101;20230613;01-04;01-05;01-09;01-10;-1.55;-1.55;10;5;5;10
PG0252;20190101;20230613;01-04;01-05;01-09;01-10;-1.3;-1.3;10;5;5;10
PG0913;20190101;20230404;01-04;01-05;01-09;01-10;-1;-1;25;25.0;25;25
PG2457;20190101;20231031;01-04;01-05;01-09;01-10;0.48;0.48;25;10;10;25
PG2456;20190101;20230404;01-04;01-05;01-09;01-10;-1.24;-1.34;25;10;10;25
PG2454;20190101;20230404;01-04;01-05;01-09;01-10;-1.24;-1.34;25;10;10;25
PG2455;20190101;20230404;01-04;01-05;01-09;01-10;-1.24;-1.34;25;10;10;25
PG2453;20190101;20230404;01-04;01-05;01-09;01-10;-1.24;-1.34;25;10;10;25
PG2452;20190101;20230404;01-04;01-05;01-09;01-10;-1.24;-1.34;25;10;10;25
PG2444;20190101;20231031;01-04;01-05;01-09;01-10;0.45;0.45;25;10;10;25
PG2437;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG2440;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG2438;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG2439;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG0536;20190101;20250514;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG0881;20190101;20250514;01-04;01-05;01-09;01-10;;;0;0;0;0
PG2222;20190101;20230404;01-04;01-05;01-09;01-10;-1.85;-1.85;25;10;10;25
PG2223;20190101;20230404;01-04;01-05;01-09;01-10;-1.85;-1.85;25;10;10;25
PG1131;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1312;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0695;20190101;20230717;01-04;01-05;01-09;01-10;2.5;2.5;25;10;10;25
PG0503;20190101;20240321;01-04;01-05;01-09;01-10;-0.34;-0.34;25;10;10;25
PG0474;20190101;20231031;01-04;01-05;01-09;01-10;-0.4;-0.4;25;10;10;25
PG1019;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0433;20190101;20230404;01-04;01-05;01-09;01-10;-1.1;-1.1;25;10;10;25
PG0608;20190101;20230404;01-04;01-05;01-09;01-10;0.05;0.05;25;10;10;25
PG2124;20190101;20231031;01-04;01-05;01-09;01-10;-2.05;-2.05;25;10;10;25
PG0796;20190101;20230404;01-04;01-05;01-09;01-10;-0.9;-0.9;25;10;10;25
PG0974;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0529;20190101;20240321;01-04;01-05;01-09;01-10;-0.85;-0.85;25;10;10;25
PG1051;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1219;20130404;20230404;01-04;01-05;01-09;01-10;-1.77;-1.87;25;10;10;25
PG1219;20230404;20330404;01-04;01-05;01-09;01-10;-1.8;-1.9;25;10;10;25
PG0454;20190101;20250514;01-04;01-05;01-09;01-10;-1.55;-1.55;0;0;0;0
PG0491;20190101;20231031;01-04;01-05;01-09;01-10;-1.65;-1.65;25;10;10;25
PG2292;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0559;20190101;20231023;01-04;01-05;01-09;01-10;0.8;0.8;25;10;10;25
PG0026;20190101;20230717;01-04;01-05;01-09;01-10;2.5;2.3;25;10;10;25
PG0837;20190101;20240219;01-04;01-05;01-09;01-10;-1.3;-1.3;10;5;5;10
PG1165;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0745;20190101;20271130;01-04;01-05;01-09;01-10;-0.7;-0.7;25;10;10;25
PG0739;20190101;20230404;01-04;01-05;01-09;01-10;0.1;0.1;25;10;10;25
PG0840;20190101;20230717;01-04;01-05;01-09;01-10;3.35;3.35;25;10;10;25
PG0071;20190101;20230717;01-04;01-05;01-09;01-10;-0.4;-0.4;25;10;10;25
PG0202;20190101;20230404;01-04;01-05;01-09;01-10;-0.66;-0.66;25;10;10;25
PG2489;20190101;20230404;01-04;01-05;01-09;01-10;-1.24;-1.34;25;10;10;25
PG2488;20190101;20230404;01-04;01-05;01-09;01-10;-1.24;-1.34;25;10;10;25
PG2483;20190101;20240321;01-04;01-05;01-09;01-10;-1.3;-1.3;25;10;10;25
PG2482;20190101;20230404;01-04;01-05;01-09;01-10;-0.8;-1;25;10;10;25
PG2487;20190101;20230404;01-04;01-05;01-09;01-10;-1.24;-1.34;25;10;10;25
PG2486;20130404;20230404;01-04;01-05;01-09;01-10;-1.77;-1.87;25;10;10;25
PG2486;20230404;20330404;01-04;01-05;01-09;01-10;-1.8;-1.9;25;10;10;25
PG0605;20190101;20230404;01-04;01-05;01-09;01-10;-0.24;-0.24;25;10;10;25
PG2481;20190101;20230404;01-04;01-05;01-09;01-10;0.1;0.1;25;10;10;25
PG0878;20190101;20250514;01-04;01-05;01-09;01-10;-1.7;-1.7;0;0;0;0
PG2477;20190101;20230404;01-04;01-05;01-09;01-10;-1.48;-1.58;25;10;10;25
PG2476;20190101;20230404;01-04;01-05;01-09;01-10;-1.48;-1.58;25;10;10;25
PG2475;20190101;20230404;01-04;01-05;01-09;01-10;-1.48;-1.58;25;10;10;25
PG2474;20190101;20230404;01-04;01-05;01-09;01-10;-1.48;-1.58;25;10;10;25
PG2473;20130404;20230404;01-04;01-05;01-09;01-10;-1.77;-1.87;25;10;10;25
PG2473;20230404;20330404;01-04;01-05;01-09;01-10;-1.8;-1.9;25;10;10;25
PG2480;20190101;20230404;01-04;01-05;01-09;01-10;0.1;0.1;25;10;10;25
PG0050;20190101;20221115;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG0254;20190101;20230613;01-04;01-05;01-09;01-10;-1.05;-1.05;10;5;5;10
PG1191;20190101;20221115;01-04;01-05;01-09;01-10;1.6;1.6;25;10;10;25
PG0567;20190101;20231023;01-04;01-05;01-09;01-10;2.1;1.9;25;10;10;25
PG1072;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0377;20190101;20271130;01-04;01-05;01-09;01-10;-0.3;-0.3;25;10;10;25
