pgid;startdatum;einddatum;eind_winter;begin_zomer;eind_zomer;begin_winter;zomerpeil;winterpeil;2e marge onder;1e marge onder;1e marge boven;2e marge boven
PG0566;20190101;20231023;01-04;01-05;01-09;01-10;1.5;1.25;25;10;10;25
PG2077;20190101;20231031;01-04;01-05;01-09;01-10;0.915;0.915;25;50.5;50.5;25
PG0064;20190101;20230717;01-04;01-05;01-09;01-10;1.65;1.45;25;10;10;25
PG0848;20190101;20230717;01-04;01-05;01-09;01-10;2;2;25;10;10;25
PG0656;20190101;20221115;01-04;01-05;01-09;01-10;1.3;1;25;10;10;25
PG0163;20190101;20221115;01-04;01-05;01-09;01-10;1;0.8;25;10;10;25
PG2199;20190101;20231031;01-04;01-05;01-09;01-10;-2.05;-2.05;25;10;10;25
PG0323;20190101;20271130;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG2406;20190101;20231023;01-04;01-05;01-09;01-10;1.8;1.6;25;10;10;25
PG0403;20190605;20220605;01-04;01-05;01-09;01-10;-1.8;-1.9;25;10;10;25
PG0403;20220605;20250605;01-04;01-05;01-09;01-10;-1.82;-1.92;25;10;10;25
PG0403;20250605;20280605;01-04;01-05;01-09;01-10;-1.84;-1.94;25;10;10;25
PG0403;20280605;20310605;01-04;01-05;01-09;01-10;-1.86;-1.96;25;10;10;25
PG2109;20190101;20230717;01-04;01-05;01-09;01-10;1.85;1.7;25;10;10;25
PG0061;20190101;20230717;01-04;01-05;01-09;01-10;1.55;1.45;25;10;10;25
PG0755;20190101;20250120;01-04;01-05;01-09;01-10;-2.1;-2.15;0;0;0;0
PG0390;20190101;20231023;01-04;01-05;01-09;01-10;0.2;0;25;10;10;25
PG0099;20190101;20230717;01-04;01-05;01-09;01-10;2.8;2.6;25;10;10;25
PG0015;20190101;20221115;01-04;01-05;01-09;01-10;2.4;2.15;25;10;10;25
PG0014;20190101;20221115;01-04;01-05;01-09;01-10;2.1;1.8;25;10;10;25
PG2338;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2337;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2335;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2336;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2334;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2333;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2332;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2419;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2331;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1193;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1844;20190101;20271101;01-04;01-05;01-09;01-10;-2.73;-2.83;25;10;10;25
PG0767;20190101;20230404;01-04;01-05;01-09;01-10;-1.3;-1.3;25;10;10;25
PG0261;20190101;20230613;01-04;01-05;01-09;01-10;-0.6;-0.6;10;5;5;10
PG0515;20190101;20240321;01-04;01-05;01-09;01-10;-1.3;-1.3;25;10;10;25
PG1438;20190101;20230613;01-04;01-05;01-09;01-10;-1.3;-1.3;10;65.0;65.0;10
PG1435;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG1436;20190101;20230613;01-04;01-05;01-09;01-10;-1.3;-1.3;10;65.0;65.0;10
PG0444;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0954;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0655;20190101;20230404;01-04;01-05;01-09;01-10;-0.9;-0.9;25;10;10;25
PG0206;20130404;20230404;01-04;01-05;01-09;01-10;-1.4;-1.5;25;10;10;25
PG0206;20230404;20330404;01-04;01-05;01-09;01-10;-1.43;-1.53;25;10;10;25
PG0563;20190101;20231023;01-04;01-05;01-09;01-10;1.3;1.1;25;10;10;25
PG2198;20130404;20230404;01-04;01-05;01-09;01-10;-1.77;-1.87;25;10;10;25
PG2198;20230404;20330404;01-04;01-05;01-09;01-10;-1.8;-1.9;25;10;10;25
PG0551;20190101;20230404;01-04;01-05;01-09;01-10;-2.15;-2.25;25;10;10;25
PG0560;20190101;20231023;01-04;01-05;01-09;01-10;1.65;1.55;25;10;10;25
PG2075;20190101;20231023;01-04;01-05;01-09;01-10;1.9;1.9;0;490.0;10;25
PG2073;20190101;20231023;01-04;01-05;01-09;01-10;1.6;1.5;25;10;10;25
PG2065;20190101;20230717;01-04;01-05;01-09;01-10;2.2;2.1;25;10;10;25
PG0572;20190101;20231023;01-04;01-05;01-09;01-10;1.05;0.95;25;10;10;25
PG2212;20190101;20231009;01-04;01-05;01-09;01-10;1.6;1.4;25;10;10;25
PG0574;20190101;20230717;01-04;01-05;01-09;01-10;2.95;2.95;25;10;10;25
PG0211;20190101;20230404;01-04;01-05;01-09;01-10;-1.5;-1.5;25;10;10;25
PG2064;20190101;20231031;01-04;01-05;01-09;01-10;0.915;0.915;25;50.5;50.5;25
PG0126;20190101;20271130;01-04;01-05;01-09;01-10;0.3;0.3;25;10;10;25
PG0860;20190101;20230404;01-04;01-05;01-09;01-10;-2.17;-2.17;25;10;10;25
PG0430;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1003;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0979;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0089;20190101;20230404;01-04;01-05;01-09;01-10;-1.2;-1.2;25;10;10;25
PG0947;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0959;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1834;20190101;20271101;01-04;01-05;01-09;01-10;-2.73;-2.83;25;10;10;25
PG1384;20051020;20081020;01-04;01-05;01-09;01-10;-2.48;-2.58;0;0;0;0
PG1384;20081020;20111020;01-04;01-05;01-09;01-10;-2.5;-2.6;0;0;0;0
PG1384;20111020;20141020;01-04;01-05;01-09;01-10;-2.52;-2.62;0;0;0;0
PG1384;20141020;20191231;01-04;01-05;01-09;01-10;-2.54;-2.64;0;0;0;0
PG1385;20051020;20081020;01-04;01-05;01-09;01-10;-2.48;-2.58;0;0;0;0
PG1385;20081020;20111020;01-04;01-05;01-09;01-10;-2.5;-2.6;0;0;0;0
PG1385;20111020;20141020;01-04;01-05;01-09;01-10;-2.52;-2.62;0;0;0;0
PG1385;20141020;20191231;01-04;01-05;01-09;01-10;-2.54;-2.64;0;0;0;0
PG1350;20080613;20110613;01-04;01-05;01-09;01-10;-2.15;-2.25;10;5;5;10
PG1350;20110613;20140613;01-04;01-05;01-09;01-10;-2.17;-2.27;10;5;5;10
PG1350;20140613;20170613;01-04;01-05;01-09;01-10;-2.19;-2.29;10;5;5;10
PG1350;20170613;20200613;01-04;01-05;01-09;01-10;-2.21;-2.31;10;5;5;10
PG1350;20200613;20230613;01-04;01-05;01-09;01-10;-2.23;-2.33;10;5;5;10
PG1360;20190101;20230613;01-04;01-05;01-09;01-10;-1.9;-1.9;10;5;5;10
PG2074;20190101;20231023;01-04;01-05;01-09;01-10;1.3;1.2;25;10;10;25
PG0008;20190101;20221115;01-04;01-05;01-09;01-10;1.2;1;25;10;10;25
PG2405;20190101;20231009;01-04;01-05;01-09;01-10;2.2;2;25;10;10;25
PG2400;20190101;20231009;01-04;01-05;01-09;01-10;1.6;1.4;25;10;450;0
PG2398;20190101;20231009;01-04;01-05;01-09;01-10;2.35;2.2;25;10;10;25
PG2397;20190101;20231009;01-04;01-05;01-09;01-10;2.2;2;25;10;10;25
PG2204;20190101;20221115;01-04;01-05;01-09;01-10;-0.5;-0.7;25;10;10;25
PG2203;20190101;20221115;01-04;01-05;01-09;01-10;-0.5;-0.6;25;10;10;25
PG0087;20190101;20230717;01-04;01-05;01-09;01-10;1.6;1.4;25;10;10;25
PG1318;20051020;20081020;01-04;01-05;01-09;01-10;-2.42;-2.47;0;0;0;0
PG1318;20081020;20111020;01-04;01-05;01-09;01-10;-2.44;-2.49;0;0;0;0
PG1318;20111020;20141020;01-04;01-05;01-09;01-10;-2.46;-2.51;0;0;0;0
PG1318;20141020;20191231;01-04;01-05;01-09;01-10;-2.48;-2.53;0;0;0;0
PG1283;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0447;20190101;20271130;01-04;01-05;01-09;01-10;-0.1;-0.1;25;10;10;25
PG1224;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0684;20190101;20230404;01-04;01-05;01-09;01-10;-0.7;-0.7;25;10;10;25
PG1134;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1411;20051020;20081020;01-04;01-05;01-09;01-10;-2.48;-2.58;0;0;0;0
PG1411;20081020;20111020;01-04;01-05;01-09;01-10;-2.5;-2.6;0;0;0;0
PG1411;20111020;20141020;01-04;01-05;01-09;01-10;-2.52;-2.62;0;0;0;0
PG1411;20141020;20191231;01-04;01-05;01-09;01-10;-2.54;-2.64;0;0;0;0
PG1403;20051020;20081020;01-04;01-05;01-09;01-10;-2.3;-2.3;0;10.0;10.0;0
PG1403;20081020;20111020;01-04;01-05;01-09;01-10;-2.32;-2.32;0;10.0;10.0;0
PG1403;20111020;20141020;01-04;01-05;01-09;01-10;-2.34;-2.34;0;10.0;10.0;0
PG1403;20141020;20191231;01-04;01-05;01-09;01-10;-2.36;-2.36;0;10.0;10.0;0
PG1856;20190101;20271101;01-04;01-05;01-09;01-10;-2.73;-2.83;25;10;10;25
PG0809;20190101;20271101;01-04;01-05;01-09;01-10;-2.73;-2.83;25;10;10;25
PG0804;20190101;20271101;01-04;01-05;01-09;01-10;-2.73;-2.83;25;10;10;25
PG1864;20190101;20250312;01-04;01-05;01-09;01-10;-0.58;-0.58;0;0;638;0
PG2371;20190101;20230404;01-04;01-05;01-09;01-10;-1.48;-1.58;25;10;10;25
PG0059;20190101;20231023;01-04;01-05;01-09;01-10;1.1;0.95;25;10;10;25
PG0157;20190101;20221115;01-04;01-05;01-09;01-10;0.15;0;25;10;10;25
PG1498;20190101;20221115;01-04;01-05;01-09;01-10;0.4;0.2;25;10;10;25
PG2149;20190101;20231009;01-04;01-05;01-09;01-10;2.35;2.2;25;10;10;25
PG1253;20130404;20230404;01-04;01-05;01-09;01-10;-1.62;-1.72;25;10;10;25
PG1253;20230404;20330404;01-04;01-05;01-09;01-10;-1.65;-1.75;25;10;10;25
PG1138;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0538;20190101;20240321;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG1838;20190101;20271101;01-04;01-05;01-09;01-10;-2.73;-2.83;25;10;10;25
PG1095;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0407;20190101;20271130;01-04;01-05;01-09;01-10;0.15;0.15;25;10;10;25
PG0251;20190101;20230613;01-04;01-05;01-09;01-10;-1.3;-1.3;10;5;5;10
PG1020;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1192;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1004;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0953;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0711;20190101;20230717;01-04;01-05;01-09;01-10;0.25;0.55;25;10;10;25
PG1492;20190101;20271130;01-04;01-05;01-09;01-10;0.35;0.35;25;10;10;25
PG0356;20190101;20271130;01-04;01-05;01-09;01-10;-1.15;-1.15;25;25.0;25.0;25
PG0475;20190101;20231031;01-04;01-05;01-09;01-10;0.915;0.915;25;50.5;50.5;25
PG1992;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG2095;20190101;20231023;01-04;01-05;01-09;01-10;1.7;1.5;25;10;10;25
PG0778;20190101;20250120;01-04;01-05;01-09;01-10;-1.95;-2.05;0;0;0;0
PG0463;20190101;20250514;01-04;01-05;01-09;01-10;-0.3;-0.4;0;0;0;0
PG0336;20190605;20220605;01-04;01-05;01-09;01-10;-1.6;-1.6;25;10;10;25
PG0336;20220605;20250605;01-04;01-05;01-09;01-10;-1.61;-1.61;25;10;10;25
PG0336;20250605;20280605;01-04;01-05;01-09;01-10;-1.62;-1.62;25;10;10;25
PG0336;20280605;20310605;01-04;01-05;01-09;01-10;-1.63;-1.63;25;10;10;25
PG0055;20190101;20231023;01-04;01-05;01-09;01-10;1.1;0.9;25;10;10;25
PG0941;20190101;20230717;01-04;01-05;01-09;01-10;2.7;2.55;25;10;10;25
PG0450;20190101;20250514;01-04;01-05;01-09;01-10;-1.4;-1.7;0;0;0;0
PG0161;20190101;20221115;01-04;01-05;01-09;01-10;0.4;0.2;25;10;10;25
PG0040;20190101;20230404;01-04;01-05;01-09;01-10;-0.8;-1;25;10;10;25
PG2125;20131031;20161031;01-04;01-05;01-09;01-10;-2.2;-2.3;25;10;10;25
PG2125;20161031;20191031;01-04;01-05;01-09;01-10;-2.22;-2.32;25;10;10;25
PG2125;20191031;20221031;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG2125;20221031;20251031;01-04;01-05;01-09;01-10;-2.26;-2.36;25;10;10;25
PG0033;20190101;20230717;01-04;01-05;01-09;01-10;2.8;2.8;25;10;10;25
PG1208;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0274;20190101;20210420;01-04;01-05;01-09;01-10;-1.1;-1.1;10;5;5;10
PG0748;20190101;20271130;01-04;01-05;01-09;01-10;-0.7;-0.7;25;10;10;25
PG1750;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1749;20190101;20271101;01-04;01-05;01-09;01-10;-2.1;-2.1;25;10;10;25
PG1744;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1743;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1736;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1981;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG1982;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG1984;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG1988;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG1983;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG1989;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG1133;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0630;20051020;20081020;01-04;01-05;01-09;01-10;-2.23;-2.23;0;0;0;0
PG0630;20081020;20111020;01-04;01-05;01-09;01-10;-2.25;-2.25;0;0;0;0
PG0630;20111020;20141020;01-04;01-05;01-09;01-10;-2.27;-2.27;0;0;0;0
PG0630;20141020;20191231;01-04;01-05;01-09;01-10;-2.29;-2.29;0;0;0;0
PG0432;20190101;20230404;01-04;01-05;01-09;01-10;-0.75;-0.9;25;10;10;25
PG1917;20190101;20250120;01-04;01-05;01-09;01-10;-1.37;-1.37;0;0;0;0
PG1497;20190101;20271130;01-04;01-05;01-09;01-10;-0.6;-0.6;25;10;10;25
PG0746;20190101;20271130;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG0721;20190101;20271130;01-04;01-05;01-09;01-10;-0.55;-0.55;25;10;10;25
PG1440;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG0715;20190101;20230717;01-04;01-05;01-09;01-10;2.8;2.7;25;10;10;25
PG0461;20190101;20250514;01-04;01-05;01-09;01-10;-0.3;-0.4;0;0;0;0
PG0585;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG0410;20130404;20180404;01-04;01-05;01-09;01-10;-2.13;-2.23;25;10;10;25
PG0410;20180404;20230404;01-04;01-05;01-09;01-10;-2.15;-2.25;25;10;10;25
PG0234;20190101;20221115;01-04;01-05;01-09;01-10;0.55;0.25;25;10;10;25
PG0297;20190101;20210420;01-04;01-05;01-09;01-10;-0.77;-0.77;10;5;5;10
PG1161;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1025;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0990;20190101;20230404;01-04;01-05;01-09;01-10;-2.05;-2.05;25;10;10;25
PG0024;20190101;20240321;01-04;01-05;01-09;01-10;1;1;25;10;10;25
PG1061;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1125;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0201;20190101;20230404;01-04;01-05;01-09;01-10;-0.75;-0.75;25;10;10;25
PG2009;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG2005;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG2004;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG2011;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG1031;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0720;20190101;20271130;01-04;01-05;01-09;01-10;-1.4;-1.4;25;10;10;25
PG1539;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG0095;20190101;20230717;01-04;01-05;01-09;01-10;2.8;2.7;25;10;10;25
PG0225;20080613;20110613;01-04;01-05;01-09;01-10;-1.63;-1.73;10;5;5;10
PG0225;20110613;20140613;01-04;01-05;01-09;01-10;-1.64;-1.74;10;5;5;10
PG0225;20140613;20170613;01-04;01-05;01-09;01-10;-1.65;-1.75;10;5;5;10
PG0225;20170613;20200613;01-04;01-05;01-09;01-10;-1.66;-1.76;10;5;5;10
PG0225;20200613;20230613;01-04;01-05;01-09;01-10;-1.67;-1.77;10;5;5;10
PG1708;20190101;20271101;01-04;01-05;01-09;01-10;-2.35;-2.5;25;10;10;25
PG2138;20190101;20230717;01-04;01-05;01-09;01-10;2.7;2.55;25;10;10;25
PG0565;20190101;20231023;01-04;01-05;01-09;01-10;1.25;1.1;25;10;10;25
PG0143;20190101;20221115;01-04;01-05;01-09;01-10;-0.3;-0.5;25;10;10;25
PG0757;20190101;20250120;01-04;01-05;01-09;01-10;-1.9;-2;0;0;0;0
PG1197;20190101;20250312;01-04;01-05;01-09;01-10;-0.58;-0.58;0;0;638;0
PG1194;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1517;20190101;20240321;01-04;01-05;01-09;01-10;0.44;0.44;25;10;10;25
PG0780;20190101;20230404;01-04;01-05;01-09;01-10;-0.45;-0.45;25;10;10;25
PG1017;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1050;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0032;20190101;20230717;01-04;01-05;01-09;01-10;3.3;3.3;25;10;10;25
PG0693;20190101;20230717;01-04;01-05;01-09;01-10;0.8;0.8;25;10;10;25
PG1195;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0899;20190101;20230404;01-04;01-05;01-09;01-10;-0.85;-0.85;25;10;10;25
PG1126;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0847;20190101;20230717;01-04;01-05;01-09;01-10;3.5;3.5;25;10;10;25
PG0672;20190101;20231023;01-04;01-05;01-09;01-10;1.65;1.55;25;10;10;25
PG0614;20190101;20250514;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG0573;20190101;20231023;01-04;01-05;01-09;01-10;1.3;1.3;0;430.0;10;25
PG0101;20190101;20231023;01-04;01-05;01-09;01-10;0.8;0.7;25;10;10;25
PG0010;20190101;20221115;01-04;01-05;01-09;01-10;1.65;1.45;25;10;10;25
PG0554;20190101;20250514;01-04;01-05;01-09;01-10;0.1;-0.1;0;0;0;0
PG0376;20190101;20271130;01-04;01-05;01-09;01-10;0.1;0;25;10;10;25
PG0097;20190101;20230717;01-04;01-05;01-09;01-10;3.7;3.5;25;10;10;25
PG0017;20130404;20180404;01-04;01-05;01-09;01-10;0.16;-0.04;25;10;10;25
PG0017;20180404;20230404;01-04;01-05;01-09;01-10;0.14;-0.06;25;10;10;25
PG0300;20190101;20210420;01-04;01-05;01-09;01-10;-1.62;-1.72;10;5;5;10
PG0578;20190101;20230717;01-04;01-05;01-09;01-10;0.8;0.6;25;10;10;25
PG0007;20190101;20221115;01-04;01-05;01-09;01-10;0.9;0.8;25;10;10;25
PG0284;20190101;20210420;01-04;01-05;01-09;01-10;-1.9;-2;10;5;5;10
PG1262;20190101;20230404;01-04;01-05;01-09;01-10;0.5;0.5;25;10;10;25
PG2197;20190101;20230404;01-04;01-05;01-09;01-10;-1.55;-1.6;25;10;10;25
PG0723;20190101;20271130;01-04;01-05;01-09;01-10;-1.05;-1.05;25;10;10;25
PG0175;20190101;20230404;01-04;01-05;01-09;01-10;-0.7;-0.7;25;10;10;25
PG0317;20190101;20230613;01-04;01-05;01-09;01-10;-0.6;-0.6;10;5;5;10
PG1416;20190101;20231031;01-04;01-05;01-09;01-10;0.85;0.85;25;10;10;25
PG0593;20190101;20231009;01-04;01-05;01-09;01-10;2.6;2.5;25;10;10;25
PG0176;20190101;20230404;01-04;01-05;01-09;01-10;0.4;0.4;25;20.0;20;25
PG2096;20190101;20231023;01-04;01-05;01-09;01-10;1.8;1.6;25;10;10;25
PG0641;20190101;20210210;01-04;01-05;01-09;01-10;-0.425;-0.425;10;12.5;12.5;10
PG1987;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG1986;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG1991;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG1068;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1532;20051020;20081020;01-04;01-05;01-09;01-10;-2.37;-2.37;0;0;0;0
PG1532;20081020;20111020;01-04;01-05;01-09;01-10;-2.39;-2.39;0;0;0;0
PG1532;20111020;20141020;01-04;01-05;01-09;01-10;-2.41;-2.41;0;0;0;0
PG1532;20141020;20191231;01-04;01-05;01-09;01-10;-2.43;-2.43;0;0;0;0
PG2101;20190101;20231023;01-04;01-05;01-09;01-10;0.55;0.45;25;10;10;25
PG1487;20190101;20271130;01-04;01-05;01-09;01-10;-0.45;-0.45;25;10;10;25
PG2484;20190605;20220605;01-04;01-05;01-09;01-10;-1.6;-1.7;25;10;10;25
PG2484;20220605;20250605;01-04;01-05;01-09;01-10;-1.61;-1.71;25;10;10;25
PG2484;20250605;20280605;01-04;01-05;01-09;01-10;-1.62;-1.72;25;10;10;25
PG2484;20280605;20310605;01-04;01-05;01-09;01-10;-1.63;-1.73;25;10;10;25
PG0834;20190605;20220605;01-04;01-05;01-09;01-10;-1.5;-1.6;25;10;10;25
PG0834;20220605;20250605;01-04;01-05;01-09;01-10;-1.51;-1.61;25;10;10;25
PG0834;20250605;20280605;01-04;01-05;01-09;01-10;-1.52;-1.62;25;10;10;25
PG0834;20280605;20310605;01-04;01-05;01-09;01-10;-1.53;-1.63;25;10;10;25
PG2472;20190101;20230717;01-04;01-05;01-09;01-10;2.7;2.55;25;10;10;25
PG1337;20190101;20250120;01-04;01-05;01-09;01-10;-1.85;-1.65;0;0;0;0
PG2103;20190101;20231023;01-04;01-05;01-09;01-10;0.35;0.25;25;10;10;25
PG0329;20190101;20210420;01-04;01-05;01-09;01-10;-0.83;-0.93;10;5;5;10
PG0670;20190101;20230404;01-04;01-05;01-09;01-10;-1.74;-1.8;25;10;10;25
PG0375;20190101;20271130;01-04;01-05;01-09;01-10;0.15;0.15;25;10;10;25
PG1516;20190101;20240321;01-04;01-05;01-09;01-10;-0.05;-0.05;25;10;10;25
PG0302;20190101;20200723;01-04;01-05;01-09;01-10;-2.15;-2.15;0;0;0;0
PG0245;20051020;20081020;01-04;01-05;01-09;01-10;-2.14;-2.14;0;0;0;0
PG0245;20081020;20111020;01-04;01-05;01-09;01-10;-2.16;-2.16;0;0;0;0
PG0245;20111020;20141020;01-04;01-05;01-09;01-10;-2.18;-2.18;0;0;0;0
PG0245;20141020;20191231;01-04;01-05;01-09;01-10;-2.2;-2.2;0;0;0;0
PG1747;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1748;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1735;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1719;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG0130;20190101;20231023;01-04;01-05;01-09;01-10;0.2;0.2;25;10;10;25
PG0673;20190101;20230717;01-04;01-05;01-09;01-10;0.6;0.6;25;10;10;25
PG1354;20190101;20230613;01-04;01-05;01-09;01-10;-1.9;-1.9;10;5;5;10
PG1297;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1089;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0393;20190101;20231031;01-04;01-05;01-09;01-10;0.2;0.2;25;10;10;25
PG2485;20190101;20230404;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG1894;20190101;20250120;01-04;01-05;01-09;01-10;-2.01;-2.11;0;0;0;0
PG1898;20190101;20250120;01-04;01-05;01-09;01-10;-2.01;-2.11;0;0;0;0
PG0607;20130404;20230404;01-04;01-05;01-09;01-10;-1.77;-1.87;25;10;10;25
PG0607;20230404;20330404;01-04;01-05;01-09;01-10;-1.8;-1.9;25;10;10;25
PG0145;20190101;20221115;01-04;01-05;01-09;01-10;-0.2;-0.2;25;10;10;25
PG0968;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1210;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0331;20190101;20250120;01-04;01-05;01-09;01-10;-2.01;-2.11;0;0;0;0
PG1774;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG0148;20190101;20221115;01-04;01-05;01-09;01-10;0.2;0;25;10;10;25
PG2133;20190101;20221115;01-04;01-05;01-09;01-10;0.5;0.3;25;10;10;25
PG1243;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1026;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1141;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1832;20190101;20271101;01-04;01-05;01-09;01-10;-2.73;-2.83;25;10;10;25
PG1106;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1225;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0485;20190101;20231031;01-04;01-05;01-09;01-10;-1.35;-1.35;25;10;10;25
PG0413;20190101;20230404;01-04;01-05;01-09;01-10;-1;-1;25;10;10;25
PG0725;20190101;20271130;01-04;01-05;01-09;01-10;-0.4;-0.4;25;10;10;25
PG0842;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1332;20190101;20230404;01-04;01-05;01-09;01-10;-0.8;-0.8;25;10;10;25
PG1221;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0132;20190101;20231031;01-04;01-05;01-09;01-10;-0.2;-0.4;25;10;10;25
PG1027;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1167;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0443;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
